FileName_hintX|Original Japanese Sentence|Hint|English Translation
BASIC5000_4340_hint1|聡明且つ冷静沈着だが、事件解決の為には単身危険に飛び込むような無茶もする。|「単身危険」1語|He is smart and calm; however, in order to cope with incidents, he takes unreasonable actions, such as diving into a "single danger".
BASIC5000_4340_hint2|聡明且つ冷静沈着だが、事件解決の為には単身危険に飛び込むような無茶もする。|単身で乗り込む|He is smart and calm; however, in order to cope with incidents, he takes unreasonable actions, such as taking a risk alone.
BASIC5000_4342_hint1|近代における自由の概念は、他者の意志にではなく、自己自身の意志に従って行為することとして捉えることができる。|近代における自由|The concept of freedom nowadays can be considered as taking actions by following one's own will, not others' will.
BASIC5000_4342_hint2|近代における自由の概念は、他者の意志にではなく、自己自身の意志に従って行為することとして捉えることができる。|近代における概念|The recent concept of freedom can be considered as taking actions by following one's own will, not others' will.
BASIC5000_4385_hint1|公案により見性しようとする臨済宗は、疑問を抱きつつ坐禅することにより、悟りに至る看話禅の立場を採る。|疑問を抱きつつ坐禅する|In the Rinzai Sect, people grasp their nature through a paradoxical question for meditation. By practicing meditation while questioning themselves, they will obtain enlightenment.
BASIC5000_4385_hint2|公案により見性しようとする臨済宗は、疑問を抱きつつ坐禅することにより、悟りに至る看話禅の立場を採る。|疑問を抱きつつ立場をとる|In the Rinzai Sect, people grasp their nature through a paradoxical question for meditation. By practicing meditation, they will obtain enlightenment while questioning themselves.
BASIC5000_4392_hint1|ディーゼルエンジンの容積あたりの低出力を過給、ターボチャージャー、ターボコンパウンドなどで補うと、点火装置の単純さが相殺され、高コストになる。|低出力を過給|By supercharging the low-power output per unit of diesel engine and compensating with a turbocharger or turbo compound, the simplicity of the ignition device can be offset, resulting in an increase in costs.
BASIC5000_4392_hint2|ディーゼルエンジンの容積あたりの低出力を過給、ターボチャージャー、ターボコンパウンドなどで補うと、点火装置の単純さが相殺され、高コストになる。|低出力を補う|By compensating the low-power output per unit of diesel engine with a supercharge, turbocharger, or turbo compound, the simplicity of the ignition device can be offset, resulting in an increase in costs.
BASIC5000_4515_hint1|他人に鼻毛が出ていますよ、とはなかなか言えないものですね。|他人に鼻毛が|I cannot say to someone, "My nose hair is sticking out."
BASIC5000_4515_hint2|他人に鼻毛が出ていますよ、とはなかなか言えないものですね。|他人に言えない|I cannot say to someone, "Your nose hair is sticking out."
BASIC5000_4547_hint1|かっぱ寿司は、リーズナブルな回転寿司のチェーン店だ。|リーズナブルな回転寿司|Kappa sushi is a franchise store of reasonable sushi-go-round.
BASIC5000_4547_hint2|かっぱ寿司は、リーズナブルな回転寿司のチェーン店だ。|リーズナブルなチェーン店|Kappa sushi is a reasonable sushi-go-round franchise store.
BASIC5000_4570_hint1|恋人とテーマパークにデートに行くと別れるという、都市伝説がある。|恋人とテーマパーク|There is an urban myth that if you have a date at "a boyfriend and amusement park," you will break up.
BASIC5000_4570_hint2|恋人とテーマパークにデートに行くと別れるという、都市伝説がある。|恋人と行く|There is an urban myth that if you have a date with your boyfriend at an amusement park, you will break up.
BASIC5000_4609_hint1|今年の夏、海に行ったら色白の私もすっかり色黒に。|海に行ったら色白|When going to the sea, I was fair-skinned, but I became completely dark-skinned this summer.
BASIC5000_4609_hint2|今年の夏、海に行ったら色白の私もすっかり色黒に。|海に行ったら色黒に|I was fair-skinned, but I became completely dark-skinned because I went to the sea this summer.
BASIC5000_4700_hint1|この前の旅行で買った漆器に、料理を盛って、写真に収める。|この前の=先日の|To serve food, I use the lacquerware that I bought during the trip last time and take a picture.
BASIC5000_4700_hint2|この前の旅行で買った漆器に、料理を盛って、写真に収める。|この前の＝これの１つ前の|To serve food, I use the lacquerware that I bought during the trip before last and take a picture.
BASIC5000_4763_hint1|少し標高が低まったこの土地に住み着いた人々の子孫だ。|標高が低まった土地|They are descendants of people who lived on this low-altitude land.
BASIC5000_4763_hint2|少し標高が低まったこの土地に住み着いた人々の子孫だ。|標高が低まった人々|They are descendants of low-altitude people who lived on this land.
BASIC5000_4816_hint1|彼女の頬をつたう涙の行く先を見ていた。|彼女の頬|I was watching her cheeks, where her tears were running down.
BASIC5000_4816_hint2|彼女の頬をつたう涙の行く先を見ていた。|彼女の涙|I was watching the direction of her tears running down her cheeks.
BASIC5000_4833_hint1|官吏の画一的な仕事には、ほとほと困っている。|官吏が画一的|I get tired of jobs of uniform government officials.
BASIC5000_4833_hint2|官吏の画一的な仕事には、ほとほと困っている。|官吏の仕事|I get tired of government officials' uniform jobs.
BASIC5000_4852_hint1|この表現は、日本語にはない、英語の比喩表現として、私は大変気に入っています。|日本語にはない英語|I love this English metaphor because Japanese does not have this English expression.
BASIC5000_4852_hint2|この表現は、日本語にはない、英語の比喩表現として、私は大変気に入っています。|日本語にはない比喩表現|I love this English metaphor because Japanese does not have the same expression.
BASIC5000_4972_hint1|とうとう子供たちは山の真ん中に、りんごの木が植わっている、小さな果樹園を見つけました。|山の真ん中にりんごの木がある|Finally, the children found a small fruit garden, where an apple tree was planted in the middle of the mountain.
BASIC5000_4972_hint2|とうとう子供たちは山の真ん中に、りんごの木が植わっている、小さな果樹園を見つけました。|山の真ん中に果樹園がある|Finally, the children found a small fruit garden in the middle of the mountain, where an apple tree was planted.
BASIC5000_4973_hint1|タバコで煙った空気を部屋から出して、新鮮な空気を入れてちょうだい。|タバコで煙る|Remove the smoke caused by cigarettes from the room and take fresh air into there.
BASIC5000_4973_hint2|タバコで煙った空気を部屋から出して、新鮮な空気を入れてちょうだい。|タバコで出す|With a cigarette, remove the smoke from the room and take fresh air into there.
ONOMATOPEE300_108_hint1|一週間ぶりに帰って来た飼い主に気付いた犬が、ぶるんぶるんと尻尾を振りながら出迎えた。|一週間ぶりに帰って来た|The dog realized that his owner had come back home for the first time in a week, so he greeted him with a wagging tail.
ONOMATOPEE300_108_hint2|一週間ぶりに帰って来た飼い主に気付いた犬が、ぶるんぶるんと尻尾を振りながら出迎えた。|一週間ぶりに気づいた|The dog realized for the first time in a week that his owner had come back home, so he greeted him by wagging his tail.
ONOMATOPEE300_219_hint1|昨日は一日中辛い立ち仕事だったので、今朝は足と顔がぱんぱんに浮腫んでいて、恥ずかしかった。|一日中辛い|Yesterday, it was hard all day long to keep standing. My face and legs were swelling this morning, so I was ashamed of that.
ONOMATOPEE300_219_hint2|昨日は一日中辛い立ち仕事だったので、今朝は足と顔がぱんぱんに浮腫んでいて、恥ずかしかった。|一日中立ち仕事|Yesterday, I kept standing all day long and it was hard. My face and legs were swelling this morning, so I was ashamed of that.
PRECEDENT130_002_hint1|堺市は、本件交付方針の条件に合致していなかったと認定すべきである。|堺市は合致していなかった|We should recognize that Sakai City did not meet the conditions of this grant policy.
PRECEDENT130_002_hint2|堺市は、本件交付方針の条件に合致していなかったと認定すべきである。|堺市は認定すべき|Sakai city should recognize that it did not meet the conditions of this grant policy.
REPEAT500_set1_001_hint1|また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。|東寺のように呼ばれる|Also, it can be located at the center of major Myoo statues, which are called the Five Great Myoos like at Toji.
REPEAT500_set1_001_hint2|また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。|東寺のように配される|Also, as you can see at Toji, it can be located at the center of major Myoo statues called the Five Great Myoos.
TRAVEL1000_0319_hint1|いちばん近い地下鉄の駅はどこでしょうか。|いちばん近い地下鉄|Where is the station of the nearest subway?
TRAVEL1000_0319_hint2|いちばん近い地下鉄の駅はどこでしょうか。|いちばん近い駅|Where is the nearest subway station?
TRAVEL1000_0345_hint1|食後に大人は2錠、子どもは1錠です。|食後に大人|Two tablets for adults after meals, and one tablet for children.
TRAVEL1000_0345_hint2|食後に大人は2錠、子どもは1錠です。|食後に2錠|After meals, two tablets for adults and one tablet for children.
BASIC5000_0031_hint1|語の古い意味が、現在の基本的な意味であるとは限らない。|語が古い|Old words are not always the basic meanings of present words.
BASIC5000_0031_hint2|語の古い意味が、現在の基本的な意味であるとは限らない。|意味が古い|Old meanings of words are not always the basic meanings of present words.
BASIC5000_0286_hint1|鳥は、その鳴き声で分かるように、話し方によって人間は評価される。|鳥は分かる|As birds can understand their birdsong, people evaluate how to speak.
BASIC5000_0286_hint2|鳥は、その鳴き声で分かるように、話し方によって人間は評価される。|鳥は評価される|As recognizing birds' notes, people evaluate birds by birdsong.
BASIC5000_0781_hint1|深夜テレビで、カウボーイの映画を見ましたか。|「深夜テレビ」1語|Did you see the midnight TV show, a cowboy movie?
BASIC5000_0781_hint2|深夜テレビで、カウボーイの映画を見ましたか。|深夜に見た|Did you see the TV show, a cowboy movie, at midnight?
BASIC5000_0820_hint1|ドレスが塗りたてのペンキがついてるよ。|ドレスが塗りたて|You got paint that Dress has just painted.
BASIC5000_0820_hint2|ドレスが塗りたてのペンキがついてるよ。|塗りたてのペンキ|Your dress got paint that has been just painted.
BASIC5000_1442_hint1|ランダーが必要な修正を施したことは、注意する価値がある。|ランダーが必要|It is worth paying attention to doing corrections in which a lander is required.
BASIC5000_1442_hint2|ランダーが必要な修正を施したことは、注意する価値がある。|ランダーが施した|It is worth paying attention to Lander to do required corrections.
BASIC5000_1529_hint1|行商人は、大きな包みを背負って運んだ。|包みを運んだ|A merchant carried a huge bag on his back.
BASIC5000_1529_hint2|行商人は、大きな包みを背負って運んだ。|別の何かを運んだ|A merchant carried something while carrying a huge bag on his back.
BASIC5000_1897_hint1|事実の科学者に対する関係は、言葉の詩人に対する関係と等しい。|事実の科学者、言葉の詩人|The relationship of scientists to facts is equivalent to the relationship of poets to words.
BASIC5000_1897_hint2|事実の科学者に対する関係は、言葉の詩人に対する関係と等しい。|「事実」と「科学者」との関係|The relationship between facts and scientists is equivalent to the relationship between words and poets.
BASIC5000_1961_hint1|マフィアは、隠れみのに合法的な事業を展開している。|隠れみのに合法的|The gang is developing its business legally as a front.
BASIC5000_1961_hint2|マフィアは、隠れみのに合法的な事業を展開している。|隠れみのに展開している|The gang is developing its legal business as a front.
BASIC5000_1972_hint1|マンパワーは、世界で一番大きな人材派遣会社です。|一番大きな|Manpower is the biggest temp agency in the world.
BASIC5000_1972_hint2|マンパワーは、世界で一番大きな人材派遣会社です。|世界で一番＆大きな会社|Manpower is top in the world and the biggest temp agency.
BASIC5000_2096_hint1|今世紀には注目すべき知識の増加があった。|注目すべき知識|In this century, there was an increase in remarkable knowledge.
BASIC5000_2096_hint2|今世紀には注目すべき知識の増加があった。|注目すべき増加|In this century, there was a remarkable increase in knowledge.
BASIC5000_2369_hint1|エルモア・ジェイムズのコピーじゃないぜ。|エルモア(は)…ではない|Elmore is not a copy of James.
BASIC5000_2369_hint2|エルモア・ジェイムズのコピーじゃないぜ。|エルモア・ジェイムズ(フルネーム）|It is not a copy of Elmore James.
BASIC5000_2576_hint1|ロイは、ガールフレンドから電話があるとうれしそうだ。|「電話がある」と言って嬉しそう|Roy seemed happy, saying "My girlfriend will make a phone call to me."
BASIC5000_2576_hint2|ロイは、ガールフレンドから電話があるとうれしそうだ。|電話があった場合は嬉しそう|Roy seems happy when his girlfriend makes a phone call to him.
BASIC5000_2593_hint1|ゲイツ社長、広告収入をユーザーに還元する意向表明。|「意向表明」１語|President Gates stated that they would be returning their advertising income to users.
BASIC5000_2593_hint2|ゲイツ社長、広告収入をユーザーに還元する意向表明。|意向を表明した|President Gates expressed that their advertising income will be returned to users.
BASIC5000_2608_hint1|万事は、その結果、いかんにかかっている。|その結果、こうなる|As a result, all things will be depend on their conditions.
BASIC5000_2608_hint2|万事は、その結果、いかんにかかっている。|「その結果いかん」|All things will result in that condition.
BASIC5000_2609_hint1|義務は、許可通知の後、発行料を支払った後、も、続く点に留意。|許可通知の後で支払った後|Remember that your duties will continue even after you pay issue fees after you have received permission.
BASIC5000_2609_hint2|義務は、許可通知の後、発行料を支払った後、も、続く点に留意。|許可通知の後 and/or 支払った後|Remember that your duties will continue after receiving permission and/or after paying issue fees.
BASIC5000_2751_hint1|朝の天気予報には、おそくなって、雷雨があるとのことだった。|天気予報には遅い|The morning weather forecast has announced lately that there will be thunderstorms.
BASIC5000_2751_hint2|朝の天気予報には、おそくなって、雷雨があるとのことだった。|今日遅くに雷雨|The morning weather forecast said that there will be a thunderstorm later today.
BASIC5000_2778_hint1|人をもっているもので判断してはいけない。|人を持っている|You should not judge by something obtained by people.
BASIC5000_2778_hint2|人をもっているもので判断してはいけない。|人を判断する|You should not judge people by their belongings.
BASIC5000_2860_hint1|電算機は、経営者に、詳しい最新の情報を与えてくれる。|経営者に与える|Electronic computers give managers detailed and the latest information.
BASIC5000_2860_hint2|電算機は、経営者に、詳しい最新の情報を与えてくれる。|経営者に詳しい|Electronic computers give the latest information that is detailed to managers.
BASIC5000_2861_hint1|実質、成長と名目成長率の差は、物価上昇を意味する。|実質的に意味する|The gap between growth and the nominal growth rate means a price hike practically.
BASIC5000_2861_hint2|実質、成長と名目成長率の差は、物価上昇を意味する。|実質成長 vs 名目成長|The gap between real growth and the nominal growth rate means a price hike.
BASIC5000_2874_hint1|クレジットカードは、役に立つが危険だ。|クレジットカードは危険|Credit cards are dangerous even though they are useful.
BASIC5000_2874_hint2|クレジットカードは、役に立つが危険だ。|クレジットカードは役に立つ（他の何かが危険）|Credit cards are useful, but others are dangerous.
BASIC5000_2973_hint1|光が絵の中には描かれていない、大きな窓から射し込んでいます。|光が描かれていない|Light that is not depicted on the picture is coming through a big window.
BASIC5000_2973_hint2|光が絵の中には描かれていない、大きな窓から射し込んでいます。|窓が描かれていない|Light is coming through the big window that is not depicted in the picture.
BASIC5000_3039_hint1|したがって、豊饒圏論は広く、多様な構造を同じ枠組みに包摂するものである。|豊饒圏論は広いので|As a result, the theory of enriched category is wide, so it subsumes various structures into the same framework.
BASIC5000_3039_hint2|したがって、豊饒圏論は広く、多様な構造を同じ枠組みに包摂するものである。|広く多様な構造|As a result, the theory of enriched category subsumes wide and various structures into the same framework.
BASIC5000_3219_hint1|だが引き換えに、使用者の心を蝕み、あらゆる全てを喰い散らかすべき獲物としか見る事が出来なくなる。|獲物があらゆる全てを食い散らかす|However, in contrast, we cannot help thinking that it is prey destroying users' minds and eating out all things.
BASIC5000_3219_hint2|だが引き換えに、使用者の心を蝕み、あらゆる全てを喰い散らかすべき獲物としか見る事が出来なくなる。|あらゆる全てが獲物|However, in contrast, destroying users' minds, we cannot help thinking that all things are prey that should be eaten out.
BASIC5000_3360_hint1|理性的な知識のエリアは、追跡する価値があるそれらのトピックと避けられるべきである、それらの中に叙述される。|追跡する価値があるトピックゆえに避けられるべき|The area of reasonable knowledge is a valuable topic to pursue, so it can be predicted in them that are to be avoided.
BASIC5000_3360_hint2|理性的な知識のエリアは、追跡する価値があるそれらのトピックと避けられるべきである、それらの中に叙述される。|追跡する価値があるトピック＆避けられるべきそれら|The area of reasonable knowledge is predicted in them that is a valuable topic to pursue and should be avoided.
BASIC5000_3371_hint1|また、竜騎士の力は変身後も残留するらしく、ドラゴンの眼と呼ぶ能力によって、他人の心を見透かすことができる。|ドラゴンの眼&呼ぶ能力|In addition, the power of dragon nights seems to remain after transformation, which allows to read other people's minds by the dragon's eyes and calling abilities.
BASIC5000_3371_hint2|また、竜騎士の力は変身後も残留するらしく、ドラゴンの眼と呼ぶ能力によって、他人の心を見透かすことができる。|能力＝「ドラゴンの眼」|In addition, the power of dragon nights seems to remain after transformation, which allows to read other people's minds by abilities called the dragon's eyes.
BASIC5000_3431_hint1|明くる日、学校にはじめが来ていないことに気づいた私は、冠のことであろうと察して冠がいるであろう冠の母親が入院する病院に向かう。|察している|The next day, I found that Hajime had not come to school, and Kanmuri guessed that it was due to himself, and I went to the hospital where Kanmuri's mother was hospitalized.
BASIC5000_3431_hint2|明くる日、学校にはじめが来ていないことに気づいた私は、冠のことであろうと察して冠がいるであろう冠の母親が入院する病院に向かう。|察して向かう|The next day, I found that Hajime had not come to school and thought that it was due to Kanmuri, so I went to the hospital where Kanmuri's mother was hospitalized since Kanmuri was supposed to be there.
BASIC5000_3696_hint1|ただし浅頭筋などにみられる皮筋や、舌や咽頭、横隔膜のような内臓筋の一部も骨格を支えているわけではないが、骨格筋組織である横紋筋である。|内臓筋の一部も骨格を支えている|However, the skeletal frame is not supported by some of the visceral muscles, including dermal muscles, such as facial muscles, the tongue, the pharynx, and the diaphragm, but they are striated muscles that are skeletal muscular tissue.
BASIC5000_3696_hint2|ただし浅頭筋などにみられる皮筋や、舌や咽頭、横隔膜のような内臓筋の一部も骨格を支えているわけではないが、骨格筋組織である横紋筋である。|内臓筋の一部も横紋筋である|However, some of the visceral muscles, including dermal muscles, such as facial muscles, the tongue, the pharynx, and the diaphragm, are striated muscles that are skeletal muscular tissue, even though not supporting the skeletal frame.
BASIC5000_3720_hint1|異様ない出立ちと銃弾を遮断する巨大な鉄の傘を携える。|異様な出で立ち&巨大な傘|It has an unusual appearance and a big iron umbrella, allowing it to block censure.
BASIC5000_3720_hint2|異様ない出立ちと銃弾を遮断する巨大な鉄の傘を携える。|異様な出で立ち&銃弾|It has a big iron umbrella, allowing it to block its unusual appearance and censure.
BASIC5000_3722_hint1|洗礼前教育においては、ルター以降、十戒、使徒信条、主の祈りを重視し、それぞれが教義、神の正しい崇拝、使徒としての生活を教えるものと考える。|それぞれの教義|After the reformation by Martin Luther, it was thought that pre-baptism education should focus on the Ten Commandments, Apostles' Creed, and Lord's Prayer and that each doctrine, the right worship of God, and the lives of apostles should be taught.
BASIC5000_3722_hint2|洗礼前教育においては、ルター以降、十戒、使徒信条、主の祈りを重視し、それぞれが教義、神の正しい崇拝、使徒としての生活を教えるものと考える。|それぞれが教える|After the reformation by Martin Luther, it was thought that pre-baptism education should focus on the Ten Commandments, Apostles' Creed, and Lord's Prayer and that each should teach doctrines, the right worship of God, and the lives of apostles.
BASIC5000_3812_hint1|直接観察できない事象については言及、仮構を控える行動主義のような立場もある。|言及はするが仮構は控える|We mention the phenomena that we cannot observe; however, we have the standpoint, which is like behaviorism, to refrain from imaging.
BASIC5000_3812_hint2|直接観察できない事象については言及、仮構を控える行動主義のような立場もある。|言及と仮構を控える|We refrain from mentioning or imaging the phenomena that we cannot observe directly, which is like a standpoint of behaviorism.
BASIC5000_3833_hint1|したがって豊饒圏論は広く、多様な構造を同じ枠組みに包摂するものである。|豊饒圏論は広いので|As a result, the theory of enriched category is wide, so it subsumes various structures into the same framework.
BASIC5000_3833_hint2|したがって豊饒圏論は広く、多様な構造を同じ枠組みに包摂するものである。|広く多様な構造|As a result, the theory of enriched category subsumes wide and various structures into the same framework.
BASIC5000_3877_hint1|だが心と裏腹に、倫に対していつも近づく度に突き放すという愛情表現しか出来ない。|いつも近づく|Contrary to my heart, however, whenever Rin approaches me, I cannot help rejecting her.
BASIC5000_3877_hint2|だが心と裏腹に、倫に対していつも近づく度に突き放すという愛情表現しか出来ない。|突き放す|Contrary to my heart, however, I always reject Rin when she approaches me.
BASIC5000_3961_hint1|恵まれない出自であるにも関わらず、生まれたことに感謝する心の清い人物である。|感謝する心|Despite poor origin, the person is pure and feels thankful for being born.
BASIC5000_3961_hint2|恵まれない出自であるにも関わらず、生まれたことに感謝する心の清い人物である。|感謝する人物|Despite poor origin, the person has a pure heart and is thankful for being born.
BASIC5000_4094_hint1|演目の主題である小言をこぼしながら読経する老人は、以下のように演じられる。|演目の主題＝小言|The main theme of the program is complaints of an old person while reciting a sutra, and the character is played as follows.
BASIC5000_4094_hint2|演目の主題である小言をこぼしながら読経する老人は、以下のように演じられる。|演目の主題＝老人|The main theme of the program is an old person complaining while reciting a sutra, and the character is played as follows.
BASIC5000_4110_hint1|両親からの評判は良かったが、花之宮家の本家から来た従姉は、遊星が花之宮家に相応しいかどうか査定するため、弓道で的に当てることを認める条件とした。|的に当てることを認める|Although he had a good reputation with her parents, the cousin, who is from the head family of the Hananomiya family, accepted to hit the target using Japanese archery, aiming to judge if Yusei is suitable for the Hananomiya family.
BASIC5000_4110_hint2|両親からの評判は良かったが、花之宮家の本家から来た従姉は、遊星が花之宮家に相応しいかどうか査定するため、弓道で的に当てることを認める条件とした。|的に当てることを条件とする|Although he had a good reputation with her parents, the cousin, who is from the head family of the Hananomiya family, offered a condition for Yusei to hit the target using Japanese archery, aiming to judge if he is suitable for the Hananomiya family.
BASIC5000_4229_hint1|谷間を縫うようにレイアウトされたシリーズお馴染みのオリジナルサーキットコース。|レイアウトされたシリーズ|It is a familiar original circuit series in which threading roads are arranged through valleys.
BASIC5000_4229_hint2|谷間を縫うようにレイアウトされたシリーズお馴染みのオリジナルサーキットコース。|レイアウトされたコース|It is a familiar series of original circuit courses in which threading roads are arranged through valleys.
BASIC5000_4291_hint1|二酸化炭素を含む弱酸性の雨水が台地を作っている石灰岩中に浸透し、炭酸カルシウムを溶かした地下水となる。|雨水が台地を作っている|Penetrating limestone of the plateau created by weak acid rain containing CO2 makes ground water in which calcium carbonate is dissolved.
BASIC5000_4291_hint2|二酸化炭素を含む弱酸性の雨水が台地を作っている石灰岩中に浸透し、炭酸カルシウムを溶かした地下水となる。|雨水が浸透する|Weak acid rain containing CO2 penetrates limestone, creating the plateau, which makes ground water in which calcium carbonate is dissolved.
BASIC5000_4297_hint1|通常は、受信する信号レベルが低下したときに、映像信号に重畳した熱雑音が、目立つことで発生する。|信号レベルが低下した時に発生する|It usually happens when the level to receive signals drops and thermal noise is significantly piled up on image signals.
BASIC5000_4297_hint2|通常は、受信する信号レベルが低下したときに、映像信号に重畳した熱雑音が、目立つことで発生する。|信号レベルが低下した時に重畳する|It usually happens because thermal noise is significantly piled up on image signals when the level to receive signals drops.
BASIC5000_4425_hint1|外見は幼い少女で、人間になるために必要な魔力を胸に抱いた宝珠に蓄えている。|人間になるために必要|Her appearance is that of a little girl, storing the magical power required for becoming a human in an orb on her chest.
BASIC5000_4425_hint2|外見は幼い少女で、人間になるために必要な魔力を胸に抱いた宝珠に蓄えている。|人間になるために蓄えている|To become a human, the girl who looks like a little girl stores magical power in an orb on her chest.
BASIC5000_4430_hint1|竹紙の薄く、また空気を通さず、唾で容易に張り付くといった性質を利用したものであり、淡竹や、黒竹のものが使用されている。|竹紙が薄い|Using the characteristics of thin bamboo films that do not allow air to pass through and can be stuck with saliva, henon and black bamboos are used.
BASIC5000_4430_hint2|竹紙の薄く、また空気を通さず、唾で容易に張り付くといった性質を利用したものであり、淡竹や、黒竹のものが使用されている。|竹紙の性質＝3つ（薄い、空気を通さない、張り付く）|Using the characteristics of bamboo films, namely thinness, imperviousness, and stickiness with saliva, henon and black bamboos are used.
BASIC5000_4587_hint1|国境の長いトンネルを抜けると、雪国であった。|国境が長い|After passing through the tunnel of a long border, I arrived in snowy country.
BASIC5000_4587_hint2|国境の長いトンネルを抜けると、雪国であった。|トンネルが長い|After passing through the long tunnel of the border, I arrived in snowy country.
BASIC5000_4596_hint1|この町と隣町に境には、速い流れの運河があります。|速い流れ|There is a canal with fast-moving currents on the border of this town and the neighboring town.
BASIC5000_4596_hint2|この町と隣町に境には、速い流れの運河があります。|「流れの運河」|There is a fast-moving canal on the border of this town and the neighboring town.
BASIC5000_4666_hint1|隣の客の店員に対する態度を見て苦る。|隣の客|Observing the customer next to me, I was disgusted by their attitude toward the salesperson.
BASIC5000_4666_hint2|隣の客の店員に対する態度を見て苦る。|隣の態度|Seeing the attitude displayed next to me toward the salesperson, I became disgusted with the person.
BASIC5000_4727_hint1|１０分ほど蒸らしたタオルを肩に当てると、血行が良くなる。|10分蒸らす|Steaming a towel for about 10 minutes to apply on the shoulders helps to circulate blood.
BASIC5000_4727_hint2|１０分ほど蒸らしたタオルを肩に当てると、血行が良くなる。|10分当てる|Applying a steamed towel for about 10 minutes to the shoulders helps to circulate blood.
BASIC5000_4760_hint1|この河原の道沿いには、一里塚がいくつか残っている。|この河原|This shore has some milestones along the road.
BASIC5000_4760_hint2|この河原の道沿いには、一里塚がいくつか残っている。|この道沿い|This road has some milestones along the shore.
BASIC5000_4939_hint1|暖かい天候の時は、発汗作用が体温の調節をする上で、役立つ。|発汗作用が調節する|When there is warm temperature, useful perspiration helps to control body temperature.
BASIC5000_4939_hint2|暖かい天候の時は、発汗作用が体温の調節をする上で、役立つ。|発汗作用が役立つ|When there is warm temperature, perspiration is useful for body temperature control.
LOANWORD128_059_hint1|キェルツェは、ポーランドの中心部に位置する都市である。|ポーランドの中心部|The location of the city of Kielce is the center of Poland.
LOANWORD128_059_hint2|キェルツェは、ポーランドの中心部に位置する都市である。|ポーランドの都市|Kielce is a city in Poland, which is located at the center of Poland.
LOANWORD128_109_hint1|フュージョン電子音楽などを融合させた音楽のジャンルである。|「フュージョン電子音楽」1語|It is a music genre integrating electronic fusion music, etc.
LOANWORD128_109_hint2|フュージョン電子音楽などを融合させた音楽のジャンルである。|フュージョン＝ジャンル|Fusion is a genre of music integrating electronic music, etc.
ONOMATOPEE300_068_hint1|水が垂れないように濡らしたぞうきんを、ギュッギュッと絞った。|垂れないように濡らした|I moistened a dust cloth, but to avoid dripping water, I squeezed it.
ONOMATOPEE300_068_hint2|水が垂れないように濡らしたぞうきんを、ギュッギュッと絞った。|垂れないように絞った|To prevent water from dripping, I squeezed the wet dust cloth.
ONOMATOPEE300_147_hint1|世界遺産に指定された、景勝地の美しい泉にいってみたら、きれいな水がこんこんと湧き出ている評判通りの場所だった。|景勝地が美しい|I went to a spring designated as a beautiful world heritage scenic spot, where clear water was flowing out, living up to its high reputation.
ONOMATOPEE300_147_hint2|世界遺産に指定された、景勝地の美しい泉にいってみたら、きれいな水がこんこんと湧き出ている評判通りの場所だった。|景勝地の泉|I went to a beautiful scenic spring that is designated as a world heritage site, where clear water was flowing out, living up to its high reputation.
ONOMATOPEE300_165_hint1|母が熱したフライパンの上にそーっと卵を落とすと、じゅーっと大きな音をたてて、あっという間に焼けた。|母が熱した|When dropping an egg carefully in a pan heated by my mother, the egg was immediately finished with a shhhht sound.
ONOMATOPEE300_165_hint2|母が熱したフライパンの上にそーっと卵を落とすと、じゅーっと大きな音をたてて、あっという間に焼けた。|熱したフライパン|When my mother dropped an egg carefully in a heated pan, the egg was immediately finished with a shhhht sound.
ONOMATOPEE300_167_hint1|犬が知らない人に警戒して、キャンキャンと吠えた。|犬が吠えた|Being on the alert to strangers, a dog barked loudly.
ONOMATOPEE300_167_hint2|犬が知らない人に警戒して、キャンキャンと吠えた。|犬が知らない人|Being on the alert to people the dog didn't know, the dog barked loudly.
ONOMATOPEE300_181_hint1|何度も注意するが、態度を改めない後輩に、ガツンと言ってやる。|何度も注意するが改めない|I will scold severely a young colleague who does not improve his attitude even though I have cautioned him repeatedly.
ONOMATOPEE300_181_hint2|何度も注意するが、態度を改めない後輩に、ガツンと言ってやる。|何度も注意するが言ってやる|I will caution repeatedly and scold severely a young colleague who does not improve his attitude.
ONOMATOPEE300_206_hint1|食べ物がぼとりと落ちてしまい、周囲は沈黙に包まれたが、落とした本人は、冷静に落としたものを拾った。|冷静に拾った|When food dropped, there was silence, but the person who dropped the food picked it up calmly.
ONOMATOPEE300_206_hint2|食べ物がぼとりと落ちてしまい、周囲は沈黙に包まれたが、落とした本人は、冷静に落としたものを拾った。|冷静に落とした|When food dropped, there was silence, but the person who dropped the food calmly picked it up.
REPEAT500_set1_029_hint1|現在の滑走を目的とした、スキーブーツは、硬いプラスチックシェルと、柔らかいインナーブーツからなる。|現在の滑走|The ski boots are designed for the current gliding and consist of hard plastic shells and soft inner boots.
REPEAT500_set1_029_hint2|現在の滑走を目的とした、スキーブーツは、硬いプラスチックシェルと、柔らかいインナーブーツからなる。|現在のスキーブーツ|The current ski boots are designed for gliding and consist of hard plastic shells and soft inner boots.
REPEAT500_set1_064_hint1|この菌による病気は、灰色かび病と名づけられているものが多い。|複数ある菌のうちの1つ|The disease caused by this bacteria is mainly called gray mold.
